room_id,temperature,humidity,decibel_level,hour,is_weekend,timestamp,ml_classification_status
esp32-room1,27.8,59.0,59.2,14,0,1165224,cukup_nyaman
esp32-room2,23.9,44.0,13.3,4,0,1165371,nyaman
esp32-room3,26.1,57.1,52.0,16,1,1165563,cukup_nyaman
esp32-room2,21.7,41.1,22.3,5,0,1165635,nyaman
esp32-room2,26.5,61.5,64.0,16,0,1165849,cukup_nyaman
esp32-room1,28.9,66.2,78.8,10,0,1166019,tidak_nyaman
esp32-room1,23.5,43.9,89.2,4,0,1166226,cukup_nyaman
esp32-room2,22.4,57.0,46.8,18,0,1166332,nyaman
esp32-room2,22.5,42.5,14.0,23,1,1166598,nyaman
esp32-room2,27.8,67.4,65.0,10,0,1166841,cukup_nyaman
esp32-room1,27.6,62.4,69.8,17,0,1167126,cukup_nyaman
esp32-room3,27.3,65.6,80.3,10,0,1167309,tidak_nyaman
esp32-room2,25.6,48.2,59.2,18,0,1167539,nyaman
esp32-room2,29.4,63.6,63.1,12,1,1167737,tidak_nyaman
esp32-room3,25.4,89.1,56.0,20,0,1167780,cukup_nyaman
esp32-room1,27.9,59.4,65.7,12,1,1167845,cukup_nyaman
esp32-room2,28.1,60.2,66.7,16,1,1167941,cukup_nyaman
esp32-room3,21.4,55.0,33.3,23,0,1168037,nyaman
esp32-room1,21.6,44.0,18.9,22,0,1168301,nyaman
esp32-room2,21.5,38.0,30.0,4,1,1168457,nyaman
esp32-room3,26.0,53.9,36.4,18,0,1168720,nyaman
esp32-room2,21.1,47.0,17.3,22,0,1168839,nyaman
esp32-room2,24.9,50.6,54.3,19,1,1169070,nyaman
esp32-room3,23.1,53.8,51.9,7,0,1169249,nyaman
esp32-room3,21.6,37.5,31.9,22,0,1169341,nyaman
esp32-room2,21.3,38.0,24.6,3,1,1169455,nyaman
esp32-room2,21.5,45.4,20.4,1,1,1169689,nyaman
esp32-room1,19.6,44.0,32.6,0,0,1169956,nyaman
esp32-room2,20.6,43.1,24.2,2,0,1170068,nyaman
esp32-room1,24.8,59.7,51.9,19,0,1170298,nyaman
esp32-room1,21.7,88.0,21.5,0,1,1170554,cukup_nyaman
esp32-room3,25.7,57.2,39.4,20,1,1170636,nyaman
esp32-room2,27.1,62.1,66.9,14,0,1170857,cukup_nyaman
esp32-room1,20.0,34.4,36.4,0,1,1170985,cukup_nyaman
esp32-room3,24.0,51.5,61.0,7,0,1171037,nyaman
esp32-room2,26.5,62.5,82.1,10,0,1171269,tidak_nyaman
esp32-room2,35.3,47.2,36.6,6,1,1171332,cukup_nyaman
esp32-room3,25.2,56.1,46.3,20,0,1171572,nyaman
esp32-room2,27.6,61.8,41.2,15,0,1171689,cukup_nyaman
esp32-room2,24.2,54.5,58.1,19,0,1171787,nyaman
esp32-room2,21.5,54.1,20.8,22,1,1172046,nyaman
esp32-room2,22.1,46.6,35.6,23,0,1172195,nyaman
esp32-room1,20.8,50.1,20.5,3,0,1172416,nyaman
esp32-room2,19.8,39.9,28.1,4,0,1172673,cukup_nyaman
esp32-room3,21.2,49.7,20.6,4,0,1172850,nyaman
esp32-room1,21.0,45.5,33.2,23,1,1173007,nyaman
esp32-room3,22.6,49.5,86.0,7,0,1173135,cukup_nyaman
esp32-room1,22.7,45.9,18.4,4,0,1173269,nyaman
esp32-room1,27.8,61.6,70.9,13,0,1173426,tidak_nyaman
esp32-room2,26.1,64.6,63.9,14,0,1173702,cukup_nyaman
esp32-room1,27.4,66.4,63.1,11,0,1173811,cukup_nyaman
esp32-room2,27.5,58.5,61.5,12,1,1173994,cukup_nyaman
esp32-room3,26.9,58.9,56.4,17,0,1174270,cukup_nyaman
esp32-room1,22.3,43.7,25.9,22,0,1174306,nyaman
esp32-room3,25.3,65.5,91.8,11,0,1174586,cukup_nyaman
esp32-room2,23.8,64.5,55.2,18,0,1174679,cukup_nyaman
esp32-room2,21.9,48.0,19.4,5,0,1174969,nyaman
esp32-room3,24.7,45.1,27.0,22,0,1175216,nyaman
esp32-room3,29.1,61.6,51.8,15,1,1175321,tidak_nyaman
esp32-room2,20.7,47.8,29.8,21,0,1175433,nyaman
esp32-room1,20.4,38.0,16.5,2,1,1175728,nyaman
esp32-room1,22.5,45.5,14.6,5,0,1175953,nyaman
esp32-room3,28.0,55.9,74.6,13,0,1176159,cukup_nyaman
esp32-room1,21.6,48.6,21.6,6,1,1176275,nyaman
esp32-room2,22.2,40.9,19.3,2,1,1176395,nyaman
esp32-room2,22.5,45.8,29.8,4,1,1176655,nyaman
esp32-room3,22.1,50.3,21.9,5,0,1176894,nyaman
esp32-room2,24.3,61.4,55.2,19,0,1176967,cukup_nyaman
esp32-room2,21.1,49.4,13.2,2,1,1177028,nyaman
esp32-room2,35.6,40.4,7.8,0,0,1177061,cukup_nyaman
esp32-room2,24.7,50.1,50.6,8,0,1177266,nyaman
esp32-room2,29.1,63.0,65.3,11,0,1177478,tidak_nyaman
esp32-room2,19.7,45.7,17.4,0,0,1177570,nyaman
esp32-room3,20.0,47.0,22.0,22,1,1177843,nyaman
esp32-room3,25.2,52.1,61.6,6,0,1177896,nyaman
esp32-room3,26.6,62.5,74.2,14,0,1177967,tidak_nyaman
esp32-room2,29.4,61.3,75.8,15,0,1178096,tidak_nyaman
esp32-room3,25.9,65.0,50.2,16,1,1178142,cukup_nyaman
esp32-room1,20.9,49.7,4.5,2,0,1178400,nyaman
esp32-room1,26.3,62.2,70.5,17,0,1178475,tidak_nyaman
esp32-room1,24.7,47.7,21.4,22,0,1178636,nyaman
esp32-room3,23.0,47.5,28.0,21,0,1178917,nyaman
esp32-room1,29.9,58.3,73.1,10,0,1179140,tidak_nyaman
esp32-room3,20.4,41.8,32.8,23,0,1179393,nyaman
esp32-room1,21.9,46.9,19.2,3,1,1179482,nyaman
esp32-room3,36.0,70.0,69.0,10,0,1179609,tidak_nyaman
esp32-room2,28.3,57.9,75.8,10,0,1179752,cukup_nyaman
esp32-room1,26.7,64.1,59.4,17,0,1179933,cukup_nyaman
esp32-room1,27.6,64.6,64.7,14,0,1179980,cukup_nyaman
esp32-room3,24.7,64.0,64.8,16,0,1180254,cukup_nyaman
esp32-room3,26.2,72.1,78.6,15,0,1180391,tidak_nyaman
esp32-room3,24.3,51.6,52.5,7,0,1180512,nyaman
esp32-room2,29.8,64.4,86.3,9,0,1180714,tidak_nyaman
esp32-room2,25.0,65.2,64.0,11,0,1180888,cukup_nyaman
esp32-room2,23.0,47.2,60.8,6,0,1180945,nyaman
esp32-room3,25.6,58.1,51.7,20,0,1181124,nyaman
esp32-room1,23.1,52.5,17.8,23,1,1181229,nyaman
esp32-room2,29.8,64.0,67.6,13,0,1181441,tidak_nyaman
esp32-room2,23.1,48.2,20.5,1,1,1181677,nyaman
esp32-room1,25.1,47.3,49.1,7,1,1181795,nyaman
esp32-room3,23.8,45.7,32.6,22,0,1182020,nyaman
esp32-room2,27.7,60.6,68.0,14,0,1182300,cukup_nyaman
esp32-room3,27.3,67.3,74.1,16,0,1182378,tidak_nyaman
esp32-room3,26.9,66.2,60.0,15,1,1182472,cukup_nyaman
esp32-room1,23.8,92.3,30.8,22,0,1182752,cukup_nyaman
esp32-room1,27.0,49.8,44.4,18,0,1182888,nyaman
esp32-room3,22.7,39.3,28.7,5,0,1182938,nyaman
esp32-room1,25.0,59.7,56.7,20,0,1182985,nyaman
esp32-room1,26.1,71.9,75.4,16,0,1183142,tidak_nyaman
esp32-room2,29.9,62.8,56.2,16,1,1183243,tidak_nyaman
esp32-room3,24.5,63.3,66.0,10,0,1183323,cukup_nyaman
esp32-room3,24.7,54.2,56.0,7,0,1183463,nyaman
esp32-room1,22.7,50.2,53.9,6,0,1183626,nyaman
esp32-room2,20.3,42.7,22.0,5,0,1183873,nyaman
esp32-room3,23.8,47.8,37.4,6,1,1184093,nyaman
esp32-room3,26.9,58.7,59.9,16,0,1184345,cukup_nyaman
esp32-room2,25.0,58.2,38.1,19,1,1184543,nyaman
esp32-room3,23.6,50.4,40.6,10,1,1184713,nyaman
esp32-room1,23.6,51.3,49.4,7,1,1184899,nyaman
esp32-room3,26.7,65.1,69.2,15,0,1185073,cukup_nyaman
esp32-room3,22.6,43.5,32.5,3,1,1185309,nyaman
esp32-room2,23.1,56.8,55.6,8,0,1185403,nyaman
esp32-room1,21.7,54.9,20.1,23,0,1185647,nyaman
esp32-room3,26.1,69.1,63.8,14,0,1185818,cukup_nyaman
esp32-room2,23.6,41.0,19.6,22,0,1186056,nyaman
esp32-room2,27.2,62.7,54.2,20,0,1186170,cukup_nyaman
esp32-room3,21.9,56.0,28.4,23,1,1186460,nyaman
esp32-room3,26.8,46.0,57.3,15,1,1186553,cukup_nyaman
esp32-room2,23.7,41.5,22.2,6,1,1186708,nyaman
esp32-room3,25.2,61.5,62.8,16,0,1186824,cukup_nyaman
esp32-room3,27.6,60.6,62.1,16,0,1186880,cukup_nyaman
esp32-room2,22.0,42.6,22.8,5,0,1187037,nyaman
esp32-room3,21.2,48.5,20.0,3,0,1187268,nyaman
esp32-room1,25.1,48.6,46.4,20,0,1187547,nyaman
esp32-room1,24.0,57.8,53.8,19,0,1187782,nyaman
esp32-room2,27.7,58.3,60.2,13,1,1187890,cukup_nyaman
esp32-room2,29.1,60.3,60.0,15,1,1188106,tidak_nyaman
esp32-room2,28.4,62.7,61.4,17,0,1188360,cukup_nyaman
esp32-room1,21.5,48.5,31.7,23,1,1188410,nyaman
esp32-room1,21.4,45.5,26.8,23,0,1188685,nyaman
esp32-room3,20.2,46.4,23.9,3,0,1188919,nyaman
esp32-room3,20.2,48.2,18.4,23,0,1189004,nyaman
esp32-room1,22.0,50.0,46.0,11,1,1189038,nyaman
esp32-room2,29.8,58.3,73.2,9,0,1189146,tidak_nyaman
esp32-room3,23.4,53.9,53.9,7,0,1189395,nyaman
esp32-room1,23.4,42.6,11.0,3,0,1189501,nyaman
esp32-room1,30.6,62.9,67.6,12,1,1189577,tidak_nyaman
esp32-room1,26.5,60.0,75.6,16,0,1189779,cukup_nyaman
esp32-room2,26.6,62.6,70.9,16,0,1190023,tidak_nyaman
esp32-room1,22.2,44.1,20.2,1,0,1190217,nyaman
esp32-room1,24.0,51.0,62.8,8,0,1190402,nyaman
esp32-room1,24.7,42.2,12.5,0,1,1190616,nyaman
esp32-room3,22.3,41.2,17.0,23,0,1190842,nyaman
esp32-room1,22.8,92.3,12.1,4,0,1190970,cukup_nyaman
esp32-room3,22.8,46.3,12.9,3,0,1191103,nyaman
esp32-room3,23.1,46.9,26.0,1,0,1191310,nyaman
esp32-room2,23.0,48.9,15.3,22,0,1191351,nyaman
esp32-room1,22.2,49.2,23.7,22,0,1191412,nyaman
esp32-room3,25.5,60.2,56.9,12,1,1191702,cukup_nyaman
esp32-room2,28.0,62.4,75.7,12,0,1191813,tidak_nyaman
esp32-room3,25.3,47.5,18.6,22,1,1191975,nyaman
esp32-room2,27.9,63.7,62.2,9,0,1192028,cukup_nyaman
esp32-room3,20.2,37.7,24.3,1,1,1192084,nyaman
esp32-room3,24.1,51.8,54.9,6,0,1192302,nyaman
esp32-room2,23.2,44.9,39.4,22,1,1192361,nyaman
esp32-room3,29.9,67.0,92.3,11,0,1192399,tidak_nyaman
esp32-room3,26.6,61.1,39.4,18,0,1192534,cukup_nyaman
esp32-room2,25.2,51.6,55.8,8,1,1192766,nyaman
esp32-room1,21.8,42.2,27.9,23,0,1192890,nyaman
esp32-room1,26.7,62.4,58.2,15,1,1193078,cukup_nyaman
esp32-room1,27.7,62.6,77.2,12,0,1193314,tidak_nyaman
esp32-room1,22.5,42.9,5.6,4,0,1193537,nyaman
esp32-room2,22.1,39.3,30.8,0,1,1193640,nyaman
esp32-room3,21.7,45.8,19.0,0,0,1193843,nyaman
esp32-room3,20.5,45.6,20.5,4,1,1193952,nyaman
esp32-room1,33.5,46.5,38.0,22,1,1194133,cukup_nyaman
esp32-room1,29.7,71.9,80.3,13,0,1194309,tidak_nyaman
esp32-room1,22.2,39.8,36.0,21,0,1194396,nyaman
esp32-room2,22.5,54.9,24.4,3,1,1194610,nyaman
esp32-room1,25.5,59.5,54.9,19,0,1194732,nyaman
esp32-room3,21.4,40.8,21.2,21,0,1195017,nyaman
esp32-room3,25.9,54.3,43.3,8,0,1195048,nyaman
esp32-room1,21.0,47.6,17.5,4,0,1195112,nyaman
esp32-room1,19.9,45.7,28.4,23,0,1195235,nyaman
esp32-room2,25.4,64.8,52.8,15,0,1195390,cukup_nyaman
esp32-room2,28.1,57.5,62.8,15,0,1195537,cukup_nyaman
esp32-room2,21.1,49.5,23.4,22,1,1195687,nyaman
esp32-room2,20.1,42.1,31.9,0,1,1195773,nyaman
esp32-room1,29.4,58.5,74.8,11,0,1196018,tidak_nyaman
esp32-room1,23.1,52.0,46.5,7,1,1196121,nyaman
esp32-room2,23.1,45.2,21.5,22,0,1196231,nyaman
esp32-room1,20.3,46.4,26.5,4,1,1196474,nyaman
esp32-room1,26.9,55.4,62.9,15,0,1196676,cukup_nyaman
esp32-room2,21.0,47.9,25.3,22,0,1196722,nyaman
esp32-room3,27.6,65.4,47.7,16,0,1196884,cukup_nyaman
esp32-room3,23.3,47.3,43.3,22,0,1196961,nyaman
esp32-room3,21.4,40.0,27.5,4,0,1197030,nyaman
esp32-room3,28.4,62.7,65.3,10,0,1197087,cukup_nyaman
esp32-room2,23.4,53.9,46.0,6,0,1197239,nyaman
esp32-room2,23.6,49.9,29.3,3,1,1197427,nyaman
esp32-room1,25.8,55.7,85.7,20,0,1197618,cukup_nyaman
esp32-room1,22.3,50.6,18.4,0,0,1197904,nyaman
esp32-room1,27.5,54.3,70.9,12,0,1198191,cukup_nyaman
esp32-room1,21.0,51.1,22.1,4,0,1198240,nyaman
esp32-room2,20.1,48.9,38.6,21,1,1198342,nyaman
esp32-room3,28.1,53.6,58.7,16,1,1198546,cukup_nyaman
esp32-room2,27.6,70.4,74.1,10,0,1198774,tidak_nyaman
esp32-room1,24.9,47.1,37.5,19,1,1199058,nyaman
esp32-room1,21.6,40.6,29.6,4,0,1199343,nyaman
esp32-room1,19.9,46.2,18.1,5,0,1199559,nyaman
esp32-room2,21.7,40.7,47.1,5,1,1199815,nyaman
esp32-room3,21.2,48.6,18.4,3,0,1199991,nyaman
esp32-room2,25.5,56.0,37.7,19,0,1200212,nyaman
esp32-room1,28.7,54.2,70.1,16,0,1200263,cukup_nyaman
esp32-room3,21.4,41.0,20.4,1,0,1200441,nyaman
esp32-room2,26.9,61.7,55.5,12,1,1200518,cukup_nyaman
esp32-room2,22.8,55.4,51.9,20,0,1200751,nyaman
esp32-room2,24.5,53.4,47.9,10,1,1200889,nyaman
esp32-room3,21.4,45.1,25.0,3,0,1201082,nyaman
esp32-room3,26.1,55.2,47.2,19,1,1201332,nyaman
esp32-room2,24.0,37.7,22.4,6,1,1201404,nyaman
esp32-room1,26.1,67.1,68.0,12,1,1201648,cukup_nyaman
esp32-room3,24.2,51.2,51.7,8,1,1201830,nyaman
esp32-room1,26.2,55.1,61.1,13,1,1202083,cukup_nyaman
esp32-room2,24.9,57.4,50.2,18,0,1202187,nyaman
esp32-room2,20.4,45.7,11.9,23,0,1202294,nyaman
esp32-room2,27.4,60.5,73.0,15,0,1202325,tidak_nyaman
esp32-room2,21.3,40.2,11.5,4,0,1202373,nyaman
esp32-room1,22.2,54.4,58.9,6,0,1202500,nyaman
esp32-room3,22.5,41.4,25.5,0,0,1202687,nyaman
esp32-room3,21.0,38.5,12.1,3,0,1202935,nyaman
esp32-room3,28.3,66.9,75.3,10,0,1203055,tidak_nyaman
esp32-room3,26.1,63.3,58.5,17,0,1203135,cukup_nyaman
esp32-room1,20.0,44.6,20.8,3,0,1203218,nyaman
esp32-room2,25.5,56.2,97.8,19,0,1203356,cukup_nyaman
esp32-room1,27.5,60.1,68.6,17,0,1203449,cukup_nyaman
esp32-room2,25.1,65.9,96.7,14,0,1203738,cukup_nyaman
esp32-room2,20.6,46.3,43.2,21,1,1203980,nyaman
esp32-room3,27.3,60.2,63.9,13,1,1204172,cukup_nyaman
esp32-room2,22.8,58.0,49.7,18,1,1204300,nyaman
esp32-room3,22.0,39.0,27.8,1,0,1204418,nyaman
esp32-room2,28.2,63.6,69.9,16,0,1204512,cukup_nyaman
esp32-room3,25.5,47.5,45.7,18,1,1204707,nyaman
esp32-room1,21.3,39.8,29.3,0,1,1204751,nyaman
esp32-room3,21.3,43.6,17.7,2,0,1204964,nyaman
esp32-room1,20.6,48.6,54.5,7,1,1205187,nyaman
esp32-room2,24.1,53.1,77.9,8,0,1205273,cukup_nyaman
esp32-room2,22.0,46.5,24.1,3,0,1205350,nyaman
esp32-room1,28.7,63.6,83.5,11,0,1205629,tidak_nyaman
esp32-room3,23.8,39.6,36.1,21,1,1205889,nyaman
esp32-room1,23.4,41.7,14.3,0,1,1206094,nyaman
esp32-room2,23.3,56.7,47.5,19,0,1206254,nyaman
esp32-room1,20.6,43.9,25.4,0,1,1206395,nyaman
esp32-room1,22.7,57.3,61.1,7,0,1206565,nyaman
esp32-room2,21.1,49.1,21.4,2,1,1206857,nyaman
esp32-room2,25.4,54.8,65.8,8,0,1207030,nyaman
esp32-room2,24.2,61.6,58.9,18,1,1207276,cukup_nyaman
esp32-room3,27.6,61.1,64.4,10,0,1207486,cukup_nyaman
esp32-room2,19.1,46.6,25.9,2,0,1207696,nyaman
esp32-room2,21.8,46.5,17.1,5,1,1207851,nyaman
esp32-room1,22.6,55.0,88.2,11,1,1208045,cukup_nyaman
esp32-room1,28.7,64.4,77.4,12,0,1208217,tidak_nyaman
esp32-room3,24.3,49.8,13.2,21,0,1208410,nyaman
esp32-room1,28.0,47.8,60.2,15,1,1208503,cukup_nyaman
esp32-room2,23.3,48.4,46.5,10,1,1208535,nyaman
esp32-room2,28.0,69.8,74.3,12,0,1208737,tidak_nyaman
esp32-room3,28.8,64.1,58.9,15,1,1208971,cukup_nyaman
esp32-room1,27.1,63.8,72.1,10,0,1209233,tidak_nyaman
esp32-room2,23.1,36.1,24.6,3,0,1209334,nyaman
esp32-room1,22.5,45.5,19.3,22,0,1209552,nyaman
esp32-room3,22.6,43.7,25.8,22,0,1209620,nyaman
esp32-room2,24.4,58.0,40.4,19,0,1209720,nyaman
esp32-room3,21.2,46.1,6.5,4,0,1209978,nyaman
esp32-room3,25.8,60.3,69.1,16,1,1210151,cukup_nyaman
esp32-room2,27.1,65.1,64.0,15,0,1210305,cukup_nyaman
esp32-room3,24.0,51.5,52.0,6,0,1210443,nyaman
esp32-room1,27.3,59.7,69.3,14,0,1210743,cukup_nyaman
esp32-room3,28.5,63.5,60.7,9,0,1210827,cukup_nyaman
esp32-room1,23.0,52.9,41.1,11,1,1210892,nyaman
esp32-room2,21.4,43.2,40.1,21,0,1210997,nyaman
esp32-room2,22.2,46.5,18.9,23,0,1211258,nyaman
esp32-room2,25.2,58.7,54.3,17,1,1211545,nyaman
esp32-room2,20.4,45.4,27.5,1,0,1211674,nyaman
esp32-room2,22.4,40.9,19.5,5,1,1211925,nyaman
esp32-room1,25.0,58.9,60.7,20,0,1212077,nyaman
esp32-room1,25.2,52.8,66.0,8,0,1212307,nyaman
esp32-room2,23.3,41.5,23.1,23,1,1212484,nyaman
esp32-room3,22.0,48.6,25.1,23,0,1212758,nyaman
esp32-room3,22.1,49.5,29.7,22,0,1212860,nyaman
esp32-room1,28.3,63.7,76.3,13,0,1212929,tidak_nyaman
esp32-room1,18.9,38.1,12.0,0,0,1213015,cukup_nyaman
esp32-room1,24.3,55.6,42.0,18,0,1213302,nyaman
esp32-room1,23.3,48.2,15.2,3,0,1213463,nyaman
esp32-room3,29.2,57.7,75.8,11,0,1213663,tidak_nyaman
esp32-room3,24.1,57.3,36.7,19,0,1213903,nyaman
esp32-room1,21.3,43.4,21.6,4,0,1214153,nyaman
esp32-room2,23.0,54.3,11.6,2,1,1214413,nyaman
esp32-room3,20.1,44.9,33.8,21,1,1214584,nyaman
esp32-room2,23.9,54.5,43.5,18,1,1214791,nyaman
esp32-room2,21.2,38.9,25.1,0,1,1214897,nyaman
esp32-room3,24.3,56.1,45.1,19,0,1215159,nyaman
esp32-room1,25.0,58.3,94.9,18,1,1215189,cukup_nyaman
esp32-room1,25.5,45.2,24.8,11,1,1215263,nyaman
esp32-room3,22.5,48.7,38.0,23,1,1215405,nyaman
esp32-room1,28.0,71.0,65.9,11,0,1215568,tidak_nyaman
esp32-room2,22.3,38.5,15.3,5,0,1215669,nyaman
esp32-room3,24.5,55.8,53.9,8,0,1215935,nyaman
esp32-room3,27.5,64.0,65.6,13,1,1216222,cukup_nyaman
esp32-room3,26.2,65.6,73.6,14,0,1216265,tidak_nyaman
esp32-room2,21.7,42.5,20.5,4,1,1216557,nyaman
esp32-room2,27.0,50.2,64.6,17,1,1216590,cukup_nyaman
esp32-room2,27.8,60.7,65.7,16,0,1216674,cukup_nyaman
esp32-room2,26.3,62.6,74.7,9,0,1216965,tidak_nyaman
esp32-room3,21.5,46.6,29.3,22,0,1217248,nyaman
esp32-room1,22.1,45.2,19.2,21,1,1217526,nyaman
esp32-room3,20.1,46.1,21.9,3,0,1217822,nyaman
esp32-room1,19.8,46.2,22.5,3,1,1218059,nyaman
esp32-room2,23.6,54.7,46.6,7,0,1218313,nyaman
esp32-room3,28.2,65.7,80.3,13,0,1218604,tidak_nyaman
esp32-room3,25.0,48.7,56.0,6,0,1218886,nyaman
esp32-room2,26.4,69.7,57.7,12,0,1219061,cukup_nyaman
esp32-room2,27.5,63.4,60.5,12,1,1219318,cukup_nyaman
esp32-room1,29.3,64.0,70.9,11,0,1219531,tidak_nyaman
esp32-room3,26.0,64.1,81.7,16,0,1219823,cukup_nyaman
esp32-room1,20.9,50.1,18.3,4,1,1219995,nyaman
esp32-room3,29.6,72.0,78.4,12,0,1220266,tidak_nyaman
esp32-room3,24.6,52.4,44.6,18,0,1220474,nyaman
esp32-room3,27.2,65.9,72.8,12,0,1220622,tidak_nyaman
esp32-room1,28.3,60.2,66.4,15,0,1220773,cukup_nyaman
esp32-room1,18.1,43.5,12.2,5,0,1220835,nyaman
esp32-room1,23.4,45.6,12.8,3,0,1220880,nyaman
esp32-room1,22.4,44.0,26.3,22,0,1221012,nyaman
esp32-room1,26.6,57.4,59.6,14,1,1221140,cukup_nyaman
esp32-room1,37.5,58.7,47.1,20,0,1221354,cukup_nyaman
esp32-room2,20.5,49.1,32.5,2,0,1221481,nyaman
esp32-room1,26.5,58.2,65.0,15,0,1221581,cukup_nyaman
esp32-room1,24.7,58.1,60.3,20,0,1221671,nyaman
esp32-room2,26.0,54.2,49.6,19,1,1221849,nyaman
esp32-room2,30.2,68.4,75.1,11,0,1222144,tidak_nyaman
esp32-room3,27.9,61.3,65.2,12,0,1222415,cukup_nyaman
esp32-room2,21.0,46.6,13.1,1,0,1222613,nyaman
esp32-room3,23.3,44.1,23.1,1,0,1222661,nyaman
esp32-room2,26.7,61.8,80.9,13,0,1222829,tidak_nyaman
esp32-room3,22.7,42.1,25.1,1,1,1223103,nyaman
esp32-room2,23.9,52.2,57.2,7,0,1223327,nyaman
esp32-room3,19.3,42.8,19.2,0,0,1223421,nyaman
esp32-room2,27.8,65.3,83.2,17,0,1223550,tidak_nyaman
esp32-room2,19.4,44.1,96.2,1,0,1223603,cukup_nyaman
esp32-room1,23.7,50.5,94.0,7,0,1223758,cukup_nyaman
esp32-room2,27.5,58.0,60.5,12,1,1223916,cukup_nyaman
esp32-room3,22.4,43.3,32.9,22,1,1224133,nyaman
esp32-room3,24.6,57.3,64.9,20,0,1224420,nyaman
esp32-room1,26.5,54.6,59.0,13,1,1224716,cukup_nyaman
esp32-room1,27.8,62.9,72.5,17,0,1224818,tidak_nyaman
esp32-room1,20.1,48.5,26.6,22,0,1224986,nyaman
esp32-room2,27.9,65.8,69.0,9,0,1225212,cukup_nyaman
esp32-room2,26.7,60.8,61.4,12,1,1225268,cukup_nyaman
esp32-room3,27.7,62.8,46.2,17,0,1225470,cukup_nyaman
esp32-room2,25.1,57.9,46.3,18,0,1225529,nyaman
esp32-room1,20.3,49.0,22.3,23,0,1225796,nyaman
esp32-room2,25.1,53.9,56.7,18,0,1225947,nyaman
esp32-room1,23.2,55.0,36.3,8,0,1226104,nyaman
esp32-room3,23.7,60.4,40.4,18,0,1226140,nyaman
esp32-room1,23.3,44.6,30.7,21,0,1226406,nyaman
esp32-room1,28.1,62.9,58.4,14,0,1226476,cukup_nyaman
esp32-room2,25.8,61.4,67.7,17,0,1226647,cukup_nyaman
esp32-room2,21.6,46.5,28.1,4,0,1226696,nyaman
esp32-room1,25.7,61.0,63.9,14,0,1226757,cukup_nyaman
esp32-room3,34.7,52.8,60.8,8,0,1226826,cukup_nyaman
esp32-room3,25.8,64.4,67.5,16,0,1227068,cukup_nyaman
esp32-room1,28.7,67.8,73.7,9,0,1227289,tidak_nyaman
esp32-room2,37.6,63.3,68.7,9,0,1227332,tidak_nyaman
esp32-room1,25.9,64.5,61.5,10,0,1227472,cukup_nyaman
esp32-room2,21.4,42.7,16.2,1,0,1227542,nyaman
esp32-room1,19.6,46.4,46.1,7,0,1227634,nyaman
esp32-room3,23.6,52.2,49.7,19,0,1227801,nyaman
esp32-room1,28.9,63.1,78.7,9,0,1227992,tidak_nyaman
esp32-room3,18.9,46.4,38.0,22,0,1228207,nyaman
esp32-room1,28.0,63.8,59.2,16,0,1228354,cukup_nyaman
esp32-room3,21.6,46.7,17.3,4,0,1228454,nyaman
esp32-room3,23.7,51.7,37.0,9,1,1228737,nyaman
esp32-room3,35.1,58.6,45.4,6,0,1229007,cukup_nyaman
esp32-room3,22.1,44.2,26.6,1,1,1229235,nyaman
esp32-room2,28.4,64.0,66.4,12,0,1229437,cukup_nyaman
esp32-room2,26.5,61.0,64.1,19,0,1229676,cukup_nyaman
esp32-room3,29.2,63.9,80.8,13,0,1229799,tidak_nyaman
esp32-room3,29.2,66.3,58.6,16,0,1230023,tidak_nyaman
esp32-room2,26.4,61.4,58.6,16,0,1230171,cukup_nyaman
esp32-room2,19.1,40.7,6.5,1,0,1230366,nyaman
esp32-room2,20.4,45.1,19.3,5,0,1230503,nyaman
esp32-room2,25.8,54.6,45.2,18,0,1230782,nyaman
esp32-room2,22.6,42.9,42.4,5,1,1230866,nyaman
esp32-room1,22.8,46.9,15.1,4,0,1230916,nyaman
esp32-room3,34.4,59.6,55.6,6,0,1231164,cukup_nyaman
esp32-room3,22.0,41.1,29.7,4,0,1231421,nyaman
esp32-room2,22.7,52.3,1.0,2,0,1231510,nyaman
esp32-room2,22.5,39.8,20.6,23,0,1231802,nyaman
esp32-room3,37.7,42.8,9.4,22,0,1232098,cukup_nyaman
esp32-room2,35.9,48.0,61.1,17,1,1232240,cukup_nyaman
esp32-room3,27.4,64.3,71.9,15,1,1232414,tidak_nyaman
esp32-room1,24.3,42.6,25.0,2,1,1232550,nyaman
esp32-room3,26.9,57.9,49.8,13,1,1232700,nyaman
esp32-room3,26.6,59.9,63.2,16,0,1232978,cukup_nyaman
esp32-room2,28.8,60.9,66.2,12,0,1233120,cukup_nyaman
esp32-room1,26.9,67.1,72.1,9,0,1233313,tidak_nyaman
esp32-room3,23.8,45.3,30.5,22,1,1233593,nyaman
esp32-room3,24.4,52.6,58.4,7,0,1233788,nyaman
esp32-room2,30.3,61.6,77.4,13,0,1233845,tidak_nyaman
esp32-room2,22.3,58.2,52.0,7,0,1233960,nyaman
esp32-room3,26.1,63.1,63.4,20,1,1234056,cukup_nyaman
esp32-room3,23.2,46.5,26.4,23,0,1234118,nyaman
esp32-room3,20.9,43.3,29.1,6,1,1234350,nyaman
esp32-room3,22.9,43.1,27.8,5,1,1234398,nyaman
esp32-room1,28.9,65.2,69.8,16,0,1234508,cukup_nyaman
